contrast,dataset,sample,role,module,raw_module_score,z_vs_control
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TOF-06,case,AMA,0.7745466643299715,0.7745466643299715
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TOF-10,case,AMA,-0.7777622429190852,-0.7777622429190852
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TOF-02,case,AMA,-1.9180419689179822,-1.9180419689179822
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TOF-11,case,AMA,2.9904782224040503,2.9904782224040503
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TOF-12,case,AMA,-0.23402516571511112,-0.23402516571511112
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TOF-21,case,AMA,0.7791911199079272,0.7791911199079272
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TOF-16,case,AMA,-0.5071570939414943,-0.5071570939414943
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TOF-17,case,AMA,0.007806814401491373,0.007806814401491373
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TOF-20,case,AMA,0.8395153779681351,0.8395153779681351
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,TOF-22,case,AMA,0.7564795101310838,0.7564795101310838
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,NH-03,control,AMA,-0.7623476527975298,-0.7623476527975298
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,NH-05,control,AMA,-0.33362002009164593,-0.33362002009164593
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,NH-06,control,AMA,1.0900907108572053,1.0900907108572053
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,NH-07,control,AMA,-0.12939514240498382,-0.12939514240498382
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,NH-01,control,AMA,0.95680689578125,0.95680689578125
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,NH-02,control,AMA,0.684647227234021,0.684647227234021
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,NH-04,control,AMA,-0.25920358639247104,-0.25920358639247104
GSE36761_TOF_RV_vs_all_healthy_ventricle_sensitivity,GSE36761,NH-08,control,AMA,-1.2469784321858486,-1.2469784321858486
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat1,case,arterial_maturation,3.9368428281084724,-2.040678508174249
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat3,case,arterial_maturation,4.262940835680321,-0.967654456086182
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat2,case,arterial_maturation,4.13378220994609,-1.3926503429958417
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat5,case,arterial_maturation,4.2554256401979735,-0.9923831735927603
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat4,case,arterial_maturation,4.552322614761316,-0.015444991508179903
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control4,control,arterial_maturation,4.96269259571757,1.3348756163966826
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control2,control,arterial_maturation,4.58461614756858,0.09081673540977694
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control3,control,arterial_maturation,4.433334525174526,-0.40697477419323336
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control1,control,arterial_maturation,4.136815879398685,-1.3826680670753055
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control5,control,arterial_maturation,4.6676230222269375,0.36395048946208514
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat1,case,ecm_integrin,8.072981984085802,-1.9200298019762916
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat3,case,ecm_integrin,9.506159410245901,0.7292652804036774
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat2,case,ecm_integrin,7.9347719790823925,-2.175517419843878
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat5,case,ecm_integrin,8.36732669115924,-1.3759199306231256
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat4,case,ecm_integrin,8.847812130724549,-0.4877202639523021
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control4,control,ecm_integrin,9.871999831747859,1.4055383028010309
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control2,control,ecm_integrin,8.719644306085003,-0.7246444446845169
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control3,control,ecm_integrin,8.80386422891165,-0.5689600030303757
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control1,control,ecm_integrin,9.495023938875407,0.7086808440294071
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control5,control,ecm_integrin,8.667727702627664,-0.8206146991155518
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat1,case,tgfb_endmt,5.160363875776825,-4.028172524556215
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat3,case,tgfb_endmt,6.731960369204759,0.21406845749490305
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat2,case,tgfb_endmt,5.210063100826366,-3.8940184397367243
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat5,case,tgfb_endmt,5.407033223599878,-3.3623331562917014
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat4,case,tgfb_endmt,6.129614586646505,-1.4118552289093074
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control4,control,tgfb_endmt,7.267267793256284,1.6590341988948138
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control2,control,tgfb_endmt,6.304490197467415,-0.939810091313239
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control3,control,tgfb_endmt,6.589549066024241,-0.17034514306102327
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control1,control,tgfb_endmt,6.663569994452733,0.02946098874313992
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control5,control,tgfb_endmt,6.438401779539522,-0.5783399532636844
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat1,case,AMA,2.6629602782355852,2.6629602782355852
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat3,case,AMA,0.008106906062533817,0.008106906062533817
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat2,case,AMA,2.4873954008588144,2.4873954008588144
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat5,case,AMA,1.9102120868358625,1.9102120868358625
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,treat4,case,AMA,0.6383401614565964,0.6383401614565964
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control4,control,AMA,-1.4664827060308425,-1.4664827060308425
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control2,control,AMA,0.5245459335293263,0.5245459335293263
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control3,control,AMA,0.3820933067615441,0.3820933067615441
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control1,control,AMA,0.2148420781009195,0.2148420781009195
GSE217772_TOF_RV_vs_healthy_RV,GSE217772,control5,control,AMA,0.34500138763905036,0.34500138763905036
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852124,case,arterial_maturation,5.064069437500001,0.6142890846614399
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852126,case,arterial_maturation,5.0434020625,0.4945382916078252
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852128,case,arterial_maturation,5.1660331375,1.2050866067309143
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852130,case,arterial_maturation,5.1126034125,0.895504381538483
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852132,case,arterial_maturation,5.1891330875,1.3389322127645187
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852138,case,arterial_maturation,4.88164955,-0.44268724624056804
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852148,case,arterial_maturation,4.945439525,-0.07307571622670861
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852150,case,arterial_maturation,4.9404927875,-0.10173807604033049
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852158,case,arterial_maturation,5.0637685999999995,0.6125459736371615
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852160,case,arterial_maturation,4.958761325,0.0041133856743121
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852134,control,arterial_maturation,4.7945547374999995,-0.9473315403384255
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852136,control,arterial_maturation,4.9174639,-0.23517193211868564
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852140,control,arterial_maturation,4.612961049999999,-1.999520707644623
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852142,control,arterial_maturation,5.0519887625,0.5442913025593077
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852144,control,arterial_maturation,5.0349202875,0.4453932365269408
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852146,control,arterial_maturation,5.035350875,0.44788814430327467
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852152,control,arterial_maturation,4.8376561250000005,-0.6975937127315723
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852154,control,arterial_maturation,5.215228837500001,1.4901360670434909
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852156,control,arterial_maturation,4.9864798375,0.16471984170181728
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852162,control,arterial_maturation,5.0939096875,0.7871893006984546
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852124,case,ecm_integrin,7.958432982142859,2.215149684724984
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852126,case,ecm_integrin,7.672705488194445,1.028241534881352
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852128,case,ecm_integrin,8.126852311805555,2.914761304893207
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852130,case,ecm_integrin,8.006291025198413,2.413951349042456
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852132,case,ecm_integrin,7.461020959920635,0.14890686417111132
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852138,case,ecm_integrin,7.916991770238095,2.043003450320109
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852148,case,ecm_integrin,8.457240403769841,4.2871889755551615
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852150,case,ecm_integrin,8.042888814880952,2.565978072968123
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852158,case,ecm_integrin,8.30335325436508,3.6479438358568
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852160,case,ecm_integrin,7.685580726785713,1.0817251020522316
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852134,control,ecm_integrin,7.291330475595238,-0.5559851152933835
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852136,control,ecm_integrin,7.706755954960318,1.1696867138240925
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852140,control,ecm_integrin,7.2354151658730155,-0.7882565564950449
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852142,control,ecm_integrin,7.153928418353174,-1.1267514048522425
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852144,control,ecm_integrin,7.397984937996032,-0.11294391932241218
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852146,control,ecm_integrin,7.768956362400793,1.4280663660392312
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852152,control,ecm_integrin,7.576084847420635,0.6268806983975708
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852154,control,ecm_integrin,7.600224382043649,0.7271559991100075
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852156,control,ecm_integrin,7.050497973015872,-1.5564000774961277
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852162,control,ecm_integrin,7.470563704464286,0.18854729608831614
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852124,case,tgfb_endmt,5.651523821031746,-0.8816396266161585
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852126,case,tgfb_endmt,5.681887577777778,-0.583936005121772
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852128,case,tgfb_endmt,5.858228027777778,1.1450065305481394
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852130,case,tgfb_endmt,5.806902668253969,0.6417833776115061
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852132,case,tgfb_endmt,5.813401205753968,0.705498752634058
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852138,case,tgfb_endmt,5.630895731349207,-1.0838892050977573
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852148,case,tgfb_endmt,6.075118914880953,3.271528722772674
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852150,case,tgfb_endmt,5.8349927968253965,0.9171950492930656
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852158,case,tgfb_endmt,5.835767941865079,0.9247950141928974
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852160,case,tgfb_endmt,5.570533964285715,-1.6757104611072033
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852134,control,tgfb_endmt,5.802394792261905,0.5975855855098939
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852136,control,tgfb_endmt,5.728863209126984,-0.12336007271607256
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852140,control,tgfb_endmt,5.486269310317461,-2.5018892788385907
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852142,control,tgfb_endmt,5.710615985714285,-0.30226627782151894
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852144,control,tgfb_endmt,5.8177972109126985,0.7485996991608077
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852146,control,tgfb_endmt,5.786846289484127,0.4451391796031301
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852152,control,tgfb_endmt,5.807865382142857,0.6512223746889211
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852154,control,tgfb_endmt,5.804343959126984,0.6166963312415439
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852156,control,tgfb_endmt,5.674162543849207,-0.6596766519705204
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852162,control,tgfb_endmt,5.79529234265873,0.5279491111423797
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852124,case,AMA,-0.6492663809234219,-0.6492663809234219
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852126,case,AMA,-0.3129479404558017,-0.3129479404558017
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852128,case,AMA,-1.7549514807240867,-1.7549514807240867
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852130,case,AMA,-1.3170797027308148,-1.3170797027308148
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852132,case,AMA,-0.7311126098565627,-0.7311126098565627
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852138,case,AMA,-0.17214233299392787,-0.17214233299392787
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852148,case,AMA,-2.495213994033709,-2.495213994033709
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852150,case,AMA,-1.1271450154069527,-1.1271450154069527
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852158,case,AMA,-1.728428274562286,-1.728428274562286
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852160,case,AMA,0.19662399112688655,0.19662399112688655
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852134,control,AMA,0.301910356707305,0.301910356707305
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852136,control,AMA,-0.2703849029964448,-0.2703849029964448
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852140,control,AMA,1.7632221809927529,1.7632221809927529
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852142,control,AMA,0.29490879337148457,0.29490879337148457
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852144,control,AMA,-0.36034967212177876,-0.36034967212177876
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852146,control,AMA,-0.7736978966485454,-0.7736978966485454
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852152,control,AMA,-0.1935031201183065,-0.1935031201183065
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852154,control,AMA,-0.9446627991316806,-0.9446627991316806
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852156,control,AMA,0.6837856292549436,0.6837856292549436
GSE132176_TOF_PRE_CPB_vs_ASD_PRE_CPB,GSE132176,GSM3852162,control,AMA,-0.5012285693097168,-0.5012285693097168
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852123,case,arterial_maturation,5.058232425,0.21123991309388915
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852125,case,arterial_maturation,4.944715575,-0.8939425126802123
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852127,case,arterial_maturation,5.4753277874999995,4.272015599759597
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852129,case,arterial_maturation,5.262279725,2.1978127433535035
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852131,case,arterial_maturation,5.320657474999999,2.7661694530070315
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852137,case,arterial_maturation,5.1738130375,1.3365148101264188
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852147,case,arterial_maturation,5.095593475,0.5749812948223982
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852149,case,arterial_maturation,5.3070460375,2.6336506109626883
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852157,case,arterial_maturation,5.09421295,0.5615407177772999
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852159,case,arterial_maturation,5.107658112499999,0.6924407322392593
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852124,control,arterial_maturation,5.064069437500001,0.2680681604776433
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852126,control,arterial_maturation,5.0434020625,0.06685380651271687
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852128,control,arterial_maturation,5.1660331375,1.2607709117159185
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852130,control,arterial_maturation,5.1126034125,0.7405874051797242
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852132,control,arterial_maturation,5.1891330875,1.4856684381735343
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852138,control,arterial_maturation,4.88164955,-1.5079435397826257
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852148,control,arterial_maturation,4.945439525,-0.8868942478883384
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852150,control,arterial_maturation,4.9404927875,-0.9350549161055925
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852158,control,arterial_maturation,5.0637685999999995,0.26513925328884247
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852160,control,arterial_maturation,4.958761325,-0.7571952715718059
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852123,case,ecm_integrin,7.474154280158731,-1.6293645405879942
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852125,case,ecm_integrin,7.809937028869047,-0.5104827193277396
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852127,case,ecm_integrin,7.994011060317461,0.10288139286910247
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852129,case,ecm_integrin,7.973742385119048,0.0353429254891207
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852131,case,ecm_integrin,7.15336543452381,-2.6982842787893886
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852137,case,ecm_integrin,7.506808679265873,-1.520554860264963
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852147,case,ecm_integrin,7.774305619940478,-0.6292122724962407
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852149,case,ecm_integrin,7.56690595922619,-1.3203011119319978
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852157,case,ecm_integrin,7.999153929067462,0.12001825405570224
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852159,case,ecm_integrin,7.369265222519842,-1.978871655804681
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852124,control,ecm_integrin,7.958432982142859,-0.01567045369786035
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852126,control,ecm_integrin,7.672705488194445,-0.9677601606319538
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852128,control,ecm_integrin,8.126852311805555,0.5455296884541703
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852130,control,ecm_integrin,8.006291025198413,0.14380019981729833
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852132,control,ecm_integrin,7.461020959920635,-1.6731268640654062
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852138,control,ecm_integrin,7.916991770238095,-0.15375919955906112
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852148,control,ecm_integrin,8.457240403769841,1.6464356506559858
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852150,control,ecm_integrin,8.042888814880952,0.2657498882136646
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852158,control,ecm_integrin,8.30335325436508,1.1336590572905785
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852160,control,ecm_integrin,7.685580726785713,-0.9248578064774043
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852123,case,tgfb_endmt,5.550806267658729,-1.5362410666894095
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852125,case,tgfb_endmt,5.747401649007936,-0.19464883349866766
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852127,case,tgfb_endmt,5.744285468650794,-0.21591405008550746
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852129,case,tgfb_endmt,5.837271178174603,0.4186324221598617
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852131,case,tgfb_endmt,5.653233913690477,-0.8372616021814644
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852137,case,tgfb_endmt,5.62594227579365,-1.0235032584307535
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852147,case,tgfb_endmt,5.9686962095238085,1.3154937832706426
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852149,case,tgfb_endmt,5.6545209113095245,-0.8284789644714673
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852157,case,tgfb_endmt,5.836994758928571,0.41674610158083275
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852159,case,tgfb_endmt,5.553810345436507,-1.5157408525597096
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852124,control,tgfb_endmt,5.651523821031746,-0.8489314950001334
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852126,control,tgfb_endmt,5.681887577777778,-0.6417253035758694
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852128,control,tgfb_endmt,5.858228027777778,0.5616446662258826
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852130,control,tgfb_endmt,5.806902668253969,0.211393794459192
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852132,control,tgfb_endmt,5.813401205753968,0.2557406523419424
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852138,control,tgfb_endmt,5.630895731349207,-0.9897002389743316
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852148,control,tgfb_endmt,6.075118914880953,2.0417360477757405
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852150,control,tgfb_endmt,5.8349927968253965,0.4030844540368816
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852158,control,tgfb_endmt,5.835767941865079,0.40837414374219116
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852160,control,tgfb_endmt,5.570533964285715,-1.4016167210314836
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852123,case,AMA,0.9847885647278382,0.9847885647278382
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852125,case,AMA,0.5330246885022064,0.5330246885022064
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852127,case,AMA,-1.3863276475143973,-1.3863276475143973
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852129,case,AMA,-0.8839293636674954,-0.8839293636674954
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852131,case,AMA,0.2564588093212738,0.2564588093212738
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852137,case,AMA,0.4025144361897659,0.4025144361897659
GSE132176_TOF_POST_vs_PRE_CPB_paired,GSE132176,GSM3852147,case,AMA,-0.4204209351989334,-0.4204209351989334
