contrast,dataset,gene,gene_set,present,test,n_case,n_control,mean_case,mean_control,delta_case_minus_control,ci95_low,ci95_high,p_value,effect_size_cohen_d,fdr_within_contrast
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,FLT1,endothelial_identity,True,welch_t,22,4,8.064006346971984,8.560245925438686,-0.4962395784667013,-2.2234057123936535,1.2309265554602509,0.49206455012258293,-0.3416978066488846,0.881292088140115
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,FN1,ecm_integrin;tgfb_endmt,True,welch_t,22,4,10.725009633696864,12.236057425447664,-1.5110477917507996,-3.0902781355028295,0.06818255200123025,0.057543203542519135,-1.0087109263726846,0.2763355895032703
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,GJA5,arterial_maturation,False,,22,4,,,,,,,,1.0
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,HEY1,arterial_maturation,True,welch_t,22,4,7.336485179089345,7.116850614983965,0.2196345641053794,-0.6263089481683566,1.0655780763791154,0.5382849855162654,0.2890009027172998,0.881292088140115
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,HEY2,arterial_maturation,True,welch_t,22,4,7.891472295844505,8.97350008640969,-1.082027790565185,-1.7530623658357478,-0.41099321529462196,0.005540810855802115,-1.252293925263903,0.12559171273151462
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,HIF1A,hypoxia_inflammation,True,welch_t,22,4,8.26359998836765,8.731357373256047,-0.46775738488839735,-1.7992719226243843,0.8637571528475896,0.3904369491090082,-0.5143350006685672,0.7585632154117874
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,HMOX1,hypoxia_inflammation,True,welch_t,22,4,4.37639290481126,6.699223265033778,-2.322830360222518,-3.389877841985001,-1.2557828784600351,0.004340362145681706,-4.051026984360116,0.12559171273151462
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,ICAM1,flow_mechanosensing,True,welch_t,22,4,6.7937147752572455,7.689694797376213,-0.8959800221189678,-1.8531963222309933,0.06123627799305775,0.06095638003748609,-1.1537134760324341,0.2763355895032703
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,IL6,hypoxia_inflammation,True,welch_t,22,4,1.0603406421782398,2.3331317278997594,-1.2727910857215197,-2.988959369380441,0.4433771979374015,0.11000301544266611,-1.0898085476796757,0.35620024048101406
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,ITGA5,ecm_integrin,True,welch_t,22,4,9.17453002989098,9.778981818973456,-0.6044517890824768,-1.5594351857946975,0.350531607629744,0.1781153055460643,-0.5563917489673302,0.48447363108529495
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,ITGB1,ecm_integrin,True,welch_t,22,4,11.685864940712344,11.85427075243792,-0.16840581172557556,-1.1318143387506416,0.7950027152994906,0.690987941637974,-0.1552350412518902,0.9403331336943118
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,JAG1,arterial_maturation,True,welch_t,22,4,8.488088041752414,8.858970294689843,-0.37088225293742916,-1.2753006537898552,0.533536147914997,0.36327834958718286,-0.36530322224589307,0.7265566991743657
GSE36761_TOF_RV_vs_healthy_RV,GSE36761,KDR,endothelial_identity,True,welch_t,22,4,7.764999240237515,8.080563478124857,-0.315564237887342,-1.964949881664485,1.333821405889801,0.6305149775271301,-0.27189019273279563,0.9403331336943118
