sample_id,ventricle,outer_BEC_mean,inner_BEC_mean,outer_minus_inner_BEC
R77_4C4,LV,0.5872777260458062,0.19206946674826297,0.3952082592975432
R77_4C4,RV,0.7282085005549914,0.365001109668646,0.3632073908863454
R78_4C12,LV,0.6173356689563547,0.3652541069480566,0.2520815620082981
R78_4C12,RV,0.8300617404894353,0.4624164752086538,0.36764526528078145
R78_4C15,LV,0.5114274206127333,0.309950846119683,0.2014765744930503
R78_4C15,RV,0.7622620119041054,0.2763782443973229,0.48588376750678247
